term_id,canonical_label,chapter,category,semantic_type,definition,distinction,allowed_aliases,status,book_i_source,book_ii_source,book_iii_source,source_basis,version_introduced,examples,counterexamples,relationship_ids,constraints,lifecycle_transition_ids
HAL-TERM-0082,Chain of Custody,7,Evidence,Integrity history,"The ordered, attributable record of possession, control, transfer, and integrity protection for evidence or sensitive artifacts.",It does not establish truth; it establishes accountable handling.,,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0082` when it uses **Chain of Custody** with this exact governed meaning: The ordered, attributable record of possession, control, transfer, and integrity protection for evidence or sensitive artifacts.",A dependent artifact uses **Chain of Custody** in a way that violates its required distinction: It does not establish truth; it establishes accountable handling.,,It does not establish truth; it establishes accountable handling.,
HAL-TERM-0083,Evidence Graph,7,Evidence,Evidence relationship model,"A graph connecting Claims, Evidence Objects, sources, derivations, supporting or opposing relations, confidence, and conclusions.",Graph connectivity does not make all linked material equally authoritative or trustworthy.,,Approved,Book I Decision 26,Book II Chapters 18 and 25,"Book III Chapters 4, 5, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0083` when it uses **Evidence Graph** with this exact governed meaning: A graph connecting Claims, Evidence Objects, sources, derivations, supporting or opposing relations, confidence, and conclusions.",A dependent artifact uses **Evidence Graph** in a way that violates its required distinction: Graph connectivity does not make all linked material equally authoritative or trustworthy.,HAL-REL-0028,Graph connectivity does not make all linked material equally authoritative or trustworthy.,
HAL-TERM-0084,Verification,7,Verification,Evidence-producing evaluation,"A reproducible, risk-scaled process that evaluates a Claim, invariant, behavior, artifact, or Outcome against explicit criteria.",Verification produces evidence; it is not the same as certification or operational approval.,,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0084` when it uses **Verification** with this exact governed meaning: A reproducible, risk-scaled process that evaluates a Claim, invariant, behavior, artifact, or Outcome against explicit criteria.",A dependent artifact uses **Verification** in a way that violates its required distinction: Verification produces evidence; it is not the same as certification or operational approval.,HAL-REL-0029,Verification produces evidence; it is not the same as certification or operational approval.,
HAL-TERM-0085,Verification Plan,7,Verification,Planning record,"A governed specification of claims, risks, methods, environments, data, success criteria, independence, and required evidence for Verification.",A test list without mapped claims and criteria is not a complete Verification Plan.,,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0085` when it uses **Verification Plan** with this exact governed meaning: A governed specification of claims, risks, methods, environments, data, success criteria, independence, and required evidence for Verification.",A dependent artifact uses **Verification Plan** in a way that violates its required distinction: A test list without mapped claims and criteria is not a complete Verification Plan.,,A test list without mapped claims and criteria is not a complete Verification Plan.,
HAL-TERM-0086,Assurance Case,7,Verification,Structured argument,"A structured, reviewable argument connecting scoped claims to reasoning and sufficient supporting evidence.","An Assurance Case must expose assumptions, defeaters, uncertainty, and evidence gaps.",,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0086` when it uses **Assurance Case** with this exact governed meaning: A structured, reviewable argument connecting scoped claims to reasoning and sufficient supporting evidence.","A dependent artifact uses **Assurance Case** in a way that violates its required distinction: An Assurance Case must expose assumptions, defeaters, uncertainty, and evidence gaps.",HAL-REL-0030; HAL-REL-0031,"An Assurance Case must expose assumptions, defeaters, uncertainty, and evidence gaps.",
HAL-TERM-0087,Certification,7,Verification,Governed assurance decision,"A scoped, time-bounded, evidence-based determination by an authorized certifier that specified conformance claims are satisfied.","Certification is not permanent, universal, or self-issued by the artifact being certified.",,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0087` when it uses **Certification** with this exact governed meaning: A scoped, time-bounded, evidence-based determination by an authorized certifier that specified conformance claims are satisfied.","A dependent artifact uses **Certification** in a way that violates its required distinction: Certification is not permanent, universal, or self-issued by the artifact being certified.",HAL-REL-0031,"Certification is not permanent, universal, or self-issued by the artifact being certified.",HAL-TRANS-0015; HAL-TRANS-0016; HAL-TRANS-0017
HAL-TERM-0088,Conformance,7,Verification,Evaluated relation,The evidenced condition of satisfying identified requirements from identified authoritative sources within a declared scope and version.,"Conformance is never implied merely by compatibility, successful execution, or absence of known defects.",,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0088` when it uses **Conformance** with this exact governed meaning: The evidenced condition of satisfying identified requirements from identified authoritative sources within a declared scope and version.,"A dependent artifact uses **Conformance** in a way that violates its required distinction: Conformance is never implied merely by compatibility, successful execution, or absence of known defects.",,"Conformance is never implied merely by compatibility, successful execution, or absence of known defects.",
HAL-TERM-0089,Confidence,7,Trust,Calibrated assessment,"A bounded assessment of support for a Claim or prediction, expressed with method, scope, evidence basis, uncertainty, and time sensitivity.",Confidence is not probability unless a defined model justifies that interpretation.,,Approved,"Book I Decisions 43, 50, and 56",Book II Chapters 17 and 35,"Book III Chapters 6, 8, and 9",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0089` when it uses **Confidence** with this exact governed meaning: A bounded assessment of support for a Claim or prediction, expressed with method, scope, evidence basis, uncertainty, and time sensitivity.",A dependent artifact uses **Confidence** in a way that violates its required distinction: Confidence is not probability unless a defined model justifies that interpretation.,,Confidence is not probability unless a defined model justifies that interpretation.,
HAL-TERM-0090,Experience,8,Knowledge,Retained occurrence record,"A governed representation of what HAL perceived, attempted, decided, experienced, and observed, with context, outcomes, provenance, and privacy controls.","Experience is not automatically Knowledge, a Pattern, or Wisdom.",,Approved,Book I Decisions 30 and 53,Book II Chapter 12,"Book III Chapters 4, 5, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0090` when it uses **Experience** with this exact governed meaning: A governed representation of what HAL perceived, attempted, decided, experienced, and observed, with context, outcomes, provenance, and privacy controls.","A dependent artifact uses **Experience** in a way that violates its required distinction: Experience is not automatically Knowledge, a Pattern, or Wisdom.",HAL-REL-0032; HAL-REL-0035,"Experience is not automatically Knowledge, a Pattern, or Wisdom.",
HAL-TERM-0091,Experience Ledger,8,Knowledge,Authoritative ledger,"The append-oriented governed store of Experience records and their provenance, correction, retention, and access metadata.",It is not a general-purpose mutable memory store.,,Approved,Book I Decisions 30 and 53,Book II Chapter 12,"Book III Chapters 4, 5, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0091` when it uses **Experience Ledger** with this exact governed meaning: The append-oriented governed store of Experience records and their provenance, correction, retention, and access metadata.",A dependent artifact uses **Experience Ledger** in a way that violates its required distinction: It is not a general-purpose mutable memory store.,HAL-REL-0032,It is not a general-purpose mutable memory store.,
HAL-TERM-0092,Memory,8,Knowledge,Retrievable retained representation,"A retained representation available for later contextual retrieval under authority, privacy, relevance, and lifecycle rules.",Memory is broader than Experience and is not necessarily authoritative Knowledge.,,Approved,Book I Decisions 30 and 53,Book II Chapter 12,"Book III Chapters 4, 5, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0092` when it uses **Memory** with this exact governed meaning: A retained representation available for later contextual retrieval under authority, privacy, relevance, and lifecycle rules.",A dependent artifact uses **Memory** in a way that violates its required distinction: Memory is broader than Experience and is not necessarily authoritative Knowledge.,HAL-REL-0033,Memory is broader than Experience and is not necessarily authoritative Knowledge.,
HAL-TERM-0093,Memory Graph,8,Knowledge,Associative representation,"A governed graph linking retained representations by context, entity, time, causation, similarity, and relevance.",Association must not be treated as proof of causation or truth.,,Approved,Book I Decisions 30 and 53,Book II Chapter 12,"Book III Chapters 4, 5, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0093` when it uses **Memory Graph** with this exact governed meaning: A governed graph linking retained representations by context, entity, time, causation, similarity, and relevance.",A dependent artifact uses **Memory Graph** in a way that violates its required distinction: Association must not be treated as proof of causation or truth.,HAL-REL-0033,Association must not be treated as proof of causation or truth.,
HAL-TERM-0094,Knowledge,8,Knowledge,Contextualized warranted representation,"A governed representation whose claims, provenance, validity scope, confidence, and supporting evidence are sufficient for its declared use.",Stored information or model output is not automatically Knowledge.,,Approved,Book I Decisions 30 and 52,Book II Chapter 10,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0094` when it uses **Knowledge** with this exact governed meaning: A governed representation whose claims, provenance, validity scope, confidence, and supporting evidence are sufficient for its declared use.",A dependent artifact uses **Knowledge** in a way that violates its required distinction: Stored information or model output is not automatically Knowledge.,HAL-REL-0034,Stored information or model output is not automatically Knowledge.,
HAL-TERM-0095,Knowledge Graph,8,Knowledge,Knowledge relationship model,"A governed graph of entities, concepts, relationships, Claims, sources, validity, and provenance used for contextual reasoning and retrieval.","Graph membership does not erase source authority, uncertainty, or temporal scope.",,Approved,Book I Decisions 30 and 52,Book II Chapter 10,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0095` when it uses **Knowledge Graph** with this exact governed meaning: A governed graph of entities, concepts, relationships, Claims, sources, validity, and provenance used for contextual reasoning and retrieval.","A dependent artifact uses **Knowledge Graph** in a way that violates its required distinction: Graph membership does not erase source authority, uncertainty, or temporal scope.",HAL-REL-0034,"Graph membership does not erase source authority, uncertainty, or temporal scope.",
HAL-TERM-0096,Pattern,8,Knowledge,Learned regularity,"A reproducibly supported regularity across Experiences or observations with stated domain, evidence, confidence, limits, and exceptions.",A repeated coincidence or one-off anecdote is not a Pattern.,,Approved,Book I Decisions 31 and 53,Book II Chapter 11,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0096` when it uses **Pattern** with this exact governed meaning: A reproducibly supported regularity across Experiences or observations with stated domain, evidence, confidence, limits, and exceptions.",A dependent artifact uses **Pattern** in a way that violates its required distinction: A repeated coincidence or one-off anecdote is not a Pattern.,HAL-REL-0035,A repeated coincidence or one-off anecdote is not a Pattern.,
HAL-TERM-0097,Learning,8,Knowledge,Governed update process,"The evidence-bounded process by which HAL updates representations, Patterns, policies, or behavior within authorized scope.","Learning must not silently alter constitutional meaning, authority, or protected production behavior.",,Approved,Book I Decisions 31 and 53,Book II Chapter 11,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0097` when it uses **Learning** with this exact governed meaning: The evidence-bounded process by which HAL updates representations, Patterns, policies, or behavior within authorized scope.","A dependent artifact uses **Learning** in a way that violates its required distinction: Learning must not silently alter constitutional meaning, authority, or protected production behavior.",,"Learning must not silently alter constitutional meaning, authority, or protected production behavior.",
HAL-TERM-0098,Learning Ledger,8,Knowledge,Change ledger,"The governed record of learning proposals, evidence, evaluation, approval, applied changes, monitoring, rollback, and outcomes.",It is not permission for unrestricted self-modification.,,Approved,Book I Decisions 31 and 53,Book II Chapter 11,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0098` when it uses **Learning Ledger** with this exact governed meaning: The governed record of learning proposals, evidence, evaluation, approval, applied changes, monitoring, rollback, and outcomes.",A dependent artifact uses **Learning Ledger** in a way that violates its required distinction: It is not permission for unrestricted self-modification.,,It is not permission for unrestricted self-modification.,
HAL-TERM-0099,Wisdom,8,Knowledge,Evidence-bounded judgment resource,"A durable, revisable synthesis of Experience, Patterns, values, consequences, uncertainty, and restraint used to inform Judgment.",Wisdom informs decisions but does not create authority or replace current evidence.,,Approved,Book I Decisions 31 and 53,Book II Chapter 11,"Book III Chapters 4, 6, and 8",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0099` when it uses **Wisdom** with this exact governed meaning: A durable, revisable synthesis of Experience, Patterns, values, consequences, uncertainty, and restraint used to inform Judgment.",A dependent artifact uses **Wisdom** in a way that violates its required distinction: Wisdom informs decisions but does not create authority or replace current evidence.,HAL-REL-0036,Wisdom informs decisions but does not create authority or replace current evidence.,
HAL-TERM-0100,Self Model,8,Knowledge,Governed self-representation,"HAL's evidence-linked representation of its current capabilities, limits, state, dependencies, uncertainty, and identity continuity.",It is descriptive and must not become a self-authorizing source.,,Approved,Book I Decisions 28 and 51,Book II Chapter 30,Book III Chapters 4 and 8,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0100` when it uses **Self Model** with this exact governed meaning: HAL's evidence-linked representation of its current capabilities, limits, state, dependencies, uncertainty, and identity continuity.",A dependent artifact uses **Self Model** in a way that violates its required distinction: It is descriptive and must not become a self-authorizing source.,,It is descriptive and must not become a self-authorizing source.,
HAL-TERM-0101,Command,9,Distributed systems,Intent message,"A request addressed to an authoritative owner to evaluate and, if allowed, perform a state-changing operation.","A Command is not evidence that the operation was authorized, committed, or completed.",,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0101` when it uses **Command** with this exact governed meaning: A request addressed to an authoritative owner to evaluate and, if allowed, perform a state-changing operation.","A dependent artifact uses **Command** in a way that violates its required distinction: A Command is not evidence that the operation was authorized, committed, or completed.",HAL-REL-0037; HAL-REL-0040,"A Command is not evidence that the operation was authorized, committed, or completed.",
HAL-TERM-0102,Query,9,Distributed systems,Read request,A request for information that must not intentionally mutate authoritative state or external reality.,Telemetry side effects must remain non-authoritative and must not turn a Query into a hidden Command.,,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0102` when it uses **Query** with this exact governed meaning: A request for information that must not intentionally mutate authoritative state or external reality.,A dependent artifact uses **Query** in a way that violates its required distinction: Telemetry side effects must remain non-authoritative and must not turn a Query into a hidden Command.,,Telemetry side effects must remain non-authoritative and must not turn a Query into a hidden Command.,
HAL-TERM-0103,Event,9,Distributed systems,Completed-fact record,An immutable message stating that a defined fact or state transition has completed in its owning domain.,"An Event is not a request, intention, or mutable current-state record.",,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0103` when it uses **Event** with this exact governed meaning: An immutable message stating that a defined fact or state transition has completed in its owning domain.,"A dependent artifact uses **Event** in a way that violates its required distinction: An Event is not a request, intention, or mutable current-state record.",HAL-REL-0037; HAL-REL-0039,"An Event is not a request, intention, or mutable current-state record.",
HAL-TERM-0104,Event Journal,9,Distributed systems,Durable event store,"The ordered durable record of Events for an owning domain, with identity, sequence, provenance, and integrity controls.",Global total order must not be inferred when only per-stream ordering exists.,,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0104` when it uses **Event Journal** with this exact governed meaning: The ordered durable record of Events for an owning domain, with identity, sequence, provenance, and integrity controls.",A dependent artifact uses **Event Journal** in a way that violates its required distinction: Global total order must not be inferred when only per-stream ordering exists.,HAL-REL-0038,Global total order must not be inferred when only per-stream ordering exists.,
HAL-TERM-0105,Message Envelope,9,Distributed systems,Transport record,"The governed wrapper carrying message identity, schema version, source, destination, time, correlation, causation, authority context, classification, and integrity metadata.",The envelope does not change the semantic type of its payload.,,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0105` when it uses **Message Envelope** with this exact governed meaning: The governed wrapper carrying message identity, schema version, source, destination, time, correlation, causation, authority context, classification, and integrity metadata.",A dependent artifact uses **Message Envelope** in a way that violates its required distinction: The envelope does not change the semantic type of its payload.,HAL-REL-0040,The envelope does not change the semantic type of its payload.,
HAL-TERM-0106,Idempotency Key,9,Distributed systems,Deduplication value,A scoped stable value allowing a receiver to recognize equivalent retry Attempts for one declared operation and result horizon.,It does not make non-idempotent external effects reversible or globally exactly-once.,,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0106` when it uses **Idempotency Key** with this exact governed meaning: A scoped stable value allowing a receiver to recognize equivalent retry Attempts for one declared operation and result horizon.,A dependent artifact uses **Idempotency Key** in a way that violates its required distinction: It does not make non-idempotent external effects reversible or globally exactly-once.,,It does not make non-idempotent external effects reversible or globally exactly-once.,
HAL-TERM-0107,Correlation Identifier,9,Distributed systems,Trace reference,"A value linking related work, messages, evidence, and telemetry across a bounded flow.",Correlation does not prove causation.,correlation ID,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0107` when it uses **Correlation Identifier** with this exact governed meaning: A value linking related work, messages, evidence, and telemetry across a bounded flow.",A dependent artifact uses **Correlation Identifier** in a way that violates its required distinction: Correlation does not prove causation.,,Correlation does not prove causation.,
HAL-TERM-0108,Causation Identifier,9,Distributed systems,Causal reference,"A value identifying the immediate initiating message, decision, or event for a derived operation.",It records declared lineage and must not be used as sole proof of real-world causality.,causation ID,Approved,"Book I Decisions 22, 29, and 40",Book II Chapters 22 and 23,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0108` when it uses **Causation Identifier** with this exact governed meaning: A value identifying the immediate initiating message, decision, or event for a derived operation.",A dependent artifact uses **Causation Identifier** in a way that violates its required distinction: It records declared lineage and must not be used as sole proof of real-world causality.,,It records declared lineage and must not be used as sole proof of real-world causality.,
HAL-TERM-0109,Authoritative State,9,Distributed systems,Owned state,State whose mutation and truth are governed by the designated owning domain.,"A cache, replica, projection, search index, or local aggregate is not authoritative unless explicitly designated.",,Approved,"Book I Decisions 4, 22, 35, 38, and 40",Book II Chapters 23 and 24,"Book III Chapters 3, 4, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0109` when it uses **Authoritative State** with this exact governed meaning: State whose mutation and truth are governed by the designated owning domain.,"A dependent artifact uses **Authoritative State** in a way that violates its required distinction: A cache, replica, projection, search index, or local aggregate is not authoritative unless explicitly designated.",,"A cache, replica, projection, search index, or local aggregate is not authoritative unless explicitly designated.",
HAL-TERM-0110,Projection,9,Distributed systems,Derived state,A read-optimized representation derived from authoritative records or Events for a declared purpose.,A Projection may be stale and must not silently accept authoritative mutations.,read model,Approved,"Book I Decisions 4, 22, 35, 38, and 40",Book II Chapters 23 and 24,"Book III Chapters 3, 4, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0110` when it uses **Projection** with this exact governed meaning: A read-optimized representation derived from authoritative records or Events for a declared purpose.,A dependent artifact uses **Projection** in a way that violates its required distinction: A Projection may be stale and must not silently accept authoritative mutations.,HAL-REL-0038,A Projection may be stale and must not silently accept authoritative mutations.,
HAL-TERM-0111,Cache,9,Distributed systems,Disposable derived state,A replaceable performance-oriented copy whose loss does not destroy authoritative truth.,A Cache must not become the only copy of required state or evidence.,,Approved,"Book I Decisions 4, 22, 35, 38, and 40",Book II Chapters 23 and 24,"Book III Chapters 3, 4, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0111` when it uses **Cache** with this exact governed meaning: A replaceable performance-oriented copy whose loss does not destroy authoritative truth.,A dependent artifact uses **Cache** in a way that violates its required distinction: A Cache must not become the only copy of required state or evidence.,,A Cache must not become the only copy of required state or evidence.,
HAL-TERM-0112,Replica,9,Distributed systems,Replicated state,"A governed copy maintained from an authoritative source under declared consistency, lag, and failover rules.",Replication alone does not transfer semantic ownership.,,Approved,"Book I Decisions 4, 22, 35, 38, and 40",Book II Chapters 23 and 24,"Book III Chapters 3, 4, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0112` when it uses **Replica** with this exact governed meaning: A governed copy maintained from an authoritative source under declared consistency, lag, and failover rules.",A dependent artifact uses **Replica** in a way that violates its required distinction: Replication alone does not transfer semantic ownership.,,Replication alone does not transfer semantic ownership.,
HAL-TERM-0113,Transactional Outbox,9,Distributed systems,Publication pattern,A durable pattern that records an authoritative state change and its pending Event publication in one local commit boundary.,It reduces dual-write failure but does not guarantee global exactly-once processing.,outbox,Approved,"Book I Decisions 4, 22, 35, 38, and 40",Book II Chapters 23 and 24,"Book III Chapters 3, 4, and 7",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0113` when it uses **Transactional Outbox** with this exact governed meaning: A durable pattern that records an authoritative state change and its pending Event publication in one local commit boundary.,A dependent artifact uses **Transactional Outbox** in a way that violates its required distinction: It reduces dual-write failure but does not guarantee global exactly-once processing.,HAL-REL-0039,It reduces dual-write failure but does not guarantee global exactly-once processing.,
HAL-TERM-0114,Logical Time,9,Temporal,Ordering construct,A non-wall-clock ordering value used to represent causal or domain sequence relationships.,Logical Time must not be presented as real elapsed or calendar time.,,Approved,Book I Decision 44,Book II Chapter 13,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0114` when it uses **Logical Time** with this exact governed meaning: A non-wall-clock ordering value used to represent causal or domain sequence relationships.,A dependent artifact uses **Logical Time** in a way that violates its required distinction: Logical Time must not be presented as real elapsed or calendar time.,,Logical Time must not be presented as real elapsed or calendar time.,
HAL-TERM-0115,Wall-Clock Time,9,Temporal,Temporal observation,"A timestamp from a declared clock source, precision, and synchronization context.",Wall-Clock Time alone must not establish distributed causal order.,,Approved,Book I Decision 44,Book II Chapter 13,"Book III Chapters 3, 4, and 6",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0115` when it uses **Wall-Clock Time** with this exact governed meaning: A timestamp from a declared clock source, precision, and synchronization context.",A dependent artifact uses **Wall-Clock Time** in a way that violates its required distinction: Wall-Clock Time alone must not establish distributed causal order.,,Wall-Clock Time alone must not establish distributed causal order.,
HAL-TERM-0116,External Trust Domain,10,Trust,External governance domain,"An external environment, organization, system, or authority regime whose controls and assumptions are not natively governed by HAL.",External status does not imply hostility or trustworthiness; exchange requires explicit governance.,ETD,Approved,Book I Decision 49,Book II Chapters 20 and 21,Book III Chapter 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0116` when it uses **External Trust Domain** with this exact governed meaning: An external environment, organization, system, or authority regime whose controls and assumptions are not natively governed by HAL.",A dependent artifact uses **External Trust Domain** in a way that violates its required distinction: External status does not imply hostility or trustworthiness; exchange requires explicit governance.,HAL-REL-0041; HAL-REL-0050,External status does not imply hostility or trustworthiness; exchange requires explicit governance.,
HAL-TERM-0117,Treaty,10,Trust,Governed trust agreement,"An exact, scoped, time-bounded, revocable, auditable, and explicitly Owner-authorized agreement defining allowed cross-domain identities, data, capabilities, authority, obligations, verification, monitoring, failure behavior, and termination.","Activation requires the Owner Authorization Ceremony bound to the exact Treaty. Conversation, delegated ordinary authority, trust, usefulness, prior access, or the Treaty itself cannot grant authority prohibited by Book I or bypass the Constitutional Firewall.",External Trust Treaty,Approved,Book I Decision 49,Book II Chapter 21,Book III Chapters 5 and 7,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0117` when it uses **Treaty** with this exact governed meaning: An exact, scoped, time-bounded, revocable, auditable, and explicitly Owner-authorized agreement defining allowed cross-domain identities, data, capabilities, authority, obligations, verification, monitoring, failure behavior, and termination.","A dependent artifact uses **Treaty** in a way that violates its required distinction: Activation requires the Owner Authorization Ceremony bound to the exact Treaty. Conversation, delegated ordinary authority, trust, usefulness, prior access, or the Treaty itself cannot grant authority prohibited by Book I or bypass the Constitutional Firewall.",HAL-REL-0041; HAL-REL-0042,"Activation requires the Owner Authorization Ceremony bound to the exact Treaty. Conversation, delegated ordinary authority, trust, usefulness, prior access, or the Treaty itself cannot grant authority prohibited by Book I or bypass the Constitutional Firewall.",HAL-TRANS-0018; HAL-TRANS-0019; HAL-TRANS-0020
HAL-TERM-0118,Constitutional Firewall,10,Trust,Architectural enforcement boundary,The Book II boundary that mediates and enforces constitutionally governed exchange between HAL and External Trust Domains.,It is not merely a network firewall and must not be bypassed by direct integration.,CF,Approved,Book I Decision 49,Book II Chapter 20,Book III Chapter 5,Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0118` when it uses **Constitutional Firewall** with this exact governed meaning: The Book II boundary that mediates and enforces constitutionally governed exchange between HAL and External Trust Domains.,A dependent artifact uses **Constitutional Firewall** in a way that violates its required distinction: It is not merely a network firewall and must not be bypassed by direct integration.,HAL-REL-0042,It is not merely a network firewall and must not be bypassed by direct integration.,
HAL-TERM-0119,Trust Boundary,10,Security,Security boundary,"A boundary across which identity, authority, integrity, confidentiality, provenance, or governance assumptions change.",Network adjacency alone does not define or erase a Trust Boundary.,,Approved,"Book I Decisions 26, 27, 32, 37, 39, 48, and 49","Book II Chapters 18, 19, 20, 21, 25, and 26","Book III Chapters 2, 4, 5, 6, and 7",Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0119` when it uses **Trust Boundary** with this exact governed meaning: A boundary across which identity, authority, integrity, confidentiality, provenance, or governance assumptions change.",A dependent artifact uses **Trust Boundary** in a way that violates its required distinction: Network adjacency alone does not define or erase a Trust Boundary.,,Network adjacency alone does not define or erase a Trust Boundary.,
HAL-TERM-0120,Data Classification,10,Privacy,Governance label,"A governed label determining handling, access, transmission, retention, evidence, and disposal requirements for information.",Classification is not a purpose or permission to use the data.,,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0120` when it uses **Data Classification** with this exact governed meaning: A governed label determining handling, access, transmission, retention, evidence, and disposal requirements for information.",A dependent artifact uses **Data Classification** in a way that violates its required distinction: Classification is not a purpose or permission to use the data.,HAL-REL-0043,Classification is not a purpose or permission to use the data.,
HAL-TERM-0121,Personal Data,10,Privacy,Information class,Information relating to an identified or reasonably identifiable human under the governing privacy context.,Pseudonymization may reduce exposure but does not necessarily remove personal-data status.,,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,A dependent artifact cites `HAL-TERM-0121` when it uses **Personal Data** with this exact governed meaning: Information relating to an identified or reasonably identifiable human under the governing privacy context.,A dependent artifact uses **Personal Data** in a way that violates its required distinction: Pseudonymization may reduce exposure but does not necessarily remove personal-data status.,,Pseudonymization may reduce exposure but does not necessarily remove personal-data status.,
HAL-TERM-0122,Sensitive Data,10,Privacy,Information class,"Information whose unauthorized use or disclosure could materially harm a person, HAL, the Owner, security, sovereignty, trust, or protected operations.",Sensitivity is context-dependent and may include non-personal operational data.,,Approved,Book I Decision 32,Book II Chapter 19,Book III Chapters 4 and 5,Direct source normalization,1.0,"A dependent artifact cites `HAL-TERM-0122` when it uses **Sensitive Data** with this exact governed meaning: Information whose unauthorized use or disclosure could materially harm a person, HAL, the Owner, security, sovereignty, trust, or protected operations.",A dependent artifact uses **Sensitive Data** in a way that violates its required distinction: Sensitivity is context-dependent and may include non-personal operational data.,,Sensitivity is context-dependent and may include non-personal operational data.,
