contract_id,interface_id,component_id,kind,name,provider,consumers,route,schema_id,security_profile,delivery_profile,status
IX-C-0203,CMP-20-IF-08,CMP-20,Event,Exchange Allowed,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/exchange-allowed,urn:hal:book-ix:ix-c-0203:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0204,CMP-20-IF-09,CMP-20,Event,Exchange Denied,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/exchange-denied,urn:hal:book-ix:ix-c-0204:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0205,CMP-20-IF-10,CMP-20,Event,Domain Session Terminated,Constitutional Firewall,Authorized HAL components and operators with declared need,/hal/v1/cmp-20/domain-session-terminated,urn:hal:book-ix:ix-c-0205:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0206,CMP-21-IF-01,CMP-21,Command,Propose Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/propose-treaty,urn:hal:book-ix:ix-c-0206:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0207,CMP-21-IF-02,CMP-21,Command,Authorize Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/authorize-treaty,urn:hal:book-ix:ix-c-0207:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0208,CMP-21-IF-03,CMP-21,Command,Activate Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/activate-treaty,urn:hal:book-ix:ix-c-0208:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0209,CMP-21-IF-04,CMP-21,Command,Suspend Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/suspend-treaty,urn:hal:book-ix:ix-c-0209:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0210,CMP-21-IF-05,CMP-21,Command,Revoke Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/revoke-treaty,urn:hal:book-ix:ix-c-0210:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0211,CMP-21-IF-06,CMP-21,Query,Get Treaty,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/get-treaty,urn:hal:book-ix:ix-c-0211:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0212,CMP-21-IF-07,CMP-21,Query,Compare Treaty Version,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/compare-treaty-version,urn:hal:book-ix:ix-c-0212:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0213,CMP-21-IF-08,CMP-21,Query,List Active Treaties,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/list-active-treaties,urn:hal:book-ix:ix-c-0213:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0214,CMP-21-IF-09,CMP-21,Event,Treaty Proposed,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/treaty-proposed,urn:hal:book-ix:ix-c-0214:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0215,CMP-21-IF-10,CMP-21,Event,Treaty Activated,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/treaty-activated,urn:hal:book-ix:ix-c-0215:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0216,CMP-21-IF-11,CMP-21,Event,Treaty Suspended,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/treaty-suspended,urn:hal:book-ix:ix-c-0216:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0217,CMP-21-IF-12,CMP-21,Event,Treaty Revoked,Treaty Manager,Authorized HAL components and operators with declared need,/hal/v1/cmp-21/treaty-revoked,urn:hal:book-ix:ix-c-0217:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0218,CMP-22-IF-01,CMP-22,Command,Publish Command,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/publish-command,urn:hal:book-ix:ix-c-0218:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0219,CMP-22-IF-02,CMP-22,Command,Append Event,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/append-event,urn:hal:book-ix:ix-c-0219:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0220,CMP-22-IF-03,CMP-22,Command,Acknowledge Delivery,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/acknowledge-delivery,urn:hal:book-ix:ix-c-0220:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0221,CMP-22-IF-04,CMP-22,Command,Quarantine Message,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/quarantine-message,urn:hal:book-ix:ix-c-0221:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0222,CMP-22-IF-05,CMP-22,Query,Query Event Stream,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/query-event-stream,urn:hal:book-ix:ix-c-0222:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0223,CMP-22-IF-06,CMP-22,Query,Get Delivery State,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/get-delivery-state,urn:hal:book-ix:ix-c-0223:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0224,CMP-22-IF-07,CMP-22,Query,Trace Causation,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/trace-causation,urn:hal:book-ix:ix-c-0224:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0225,CMP-22-IF-08,CMP-22,Event,Message Accepted,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/message-accepted,urn:hal:book-ix:ix-c-0225:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0226,CMP-22-IF-09,CMP-22,Event,Event Published,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/event-published,urn:hal:book-ix:ix-c-0226:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0227,CMP-22-IF-10,CMP-22,Event,Delivery Failed,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/delivery-failed,urn:hal:book-ix:ix-c-0227:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0228,CMP-22-IF-11,CMP-22,Event,Message Quarantined,Event and Messaging Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-22/message-quarantined,urn:hal:book-ix:ix-c-0228:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0229,CMP-23-IF-01,CMP-23,Command,Commit State Change,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/commit-state-change,urn:hal:book-ix:ix-c-0229:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0230,CMP-23-IF-02,CMP-23,Command,Create Snapshot,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/create-snapshot,urn:hal:book-ix:ix-c-0230:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0231,CMP-23-IF-03,CMP-23,Command,Migrate Store,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/migrate-store,urn:hal:book-ix:ix-c-0231:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0232,CMP-23-IF-04,CMP-23,Command,Rebuild Projection,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/rebuild-projection,urn:hal:book-ix:ix-c-0232:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0233,CMP-23-IF-05,CMP-23,Query,Read State,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/read-state,urn:hal:book-ix:ix-c-0233:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0234,CMP-23-IF-06,CMP-23,Query,Get Version,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/get-version,urn:hal:book-ix:ix-c-0234:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0235,CMP-23-IF-07,CMP-23,Query,Verify Replica,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/verify-replica,urn:hal:book-ix:ix-c-0235:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0236,CMP-23-IF-08,CMP-23,Query,Get Migration State,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/get-migration-state,urn:hal:book-ix:ix-c-0236:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0237,CMP-23-IF-09,CMP-23,Event,State Committed,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/state-committed,urn:hal:book-ix:ix-c-0237:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0238,CMP-23-IF-10,CMP-23,Event,Snapshot Created,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/snapshot-created,urn:hal:book-ix:ix-c-0238:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0239,CMP-23-IF-11,CMP-23,Event,Migration Completed,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/migration-completed,urn:hal:book-ix:ix-c-0239:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0240,CMP-23-IF-12,CMP-23,Event,Replica Diverged,State and Persistence Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-23/replica-diverged,urn:hal:book-ix:ix-c-0240:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0241,CMP-24-IF-01,CMP-24,Command,Append Audit Record,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/append-audit-record,urn:hal:book-ix:ix-c-0241:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0242,CMP-24-IF-02,CMP-24,Command,Emit Telemetry,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/emit-telemetry,urn:hal:book-ix:ix-c-0242:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0243,CMP-24-IF-03,CMP-24,Command,Declare Alert,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/declare-alert,urn:hal:book-ix:ix-c-0243:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0244,CMP-24-IF-04,CMP-24,Command,Seal Audit Segment,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/seal-audit-segment,urn:hal:book-ix:ix-c-0244:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0245,CMP-24-IF-05,CMP-24,Query,Query Audit Ledger,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/query-audit-ledger,urn:hal:book-ix:ix-c-0245:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0246,CMP-24-IF-06,CMP-24,Query,Get Trace,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/get-trace,urn:hal:book-ix:ix-c-0246:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0247,CMP-24-IF-07,CMP-24,Query,Get Metric,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/get-metric,urn:hal:book-ix:ix-c-0247:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0248,CMP-24-IF-08,CMP-24,Query,Verify Audit Chain,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/verify-audit-chain,urn:hal:book-ix:ix-c-0248:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0249,CMP-24-IF-09,CMP-24,Event,Audit Record Appended,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/audit-record-appended,urn:hal:book-ix:ix-c-0249:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0250,CMP-24-IF-10,CMP-24,Event,Alert Raised,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/alert-raised,urn:hal:book-ix:ix-c-0250:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0251,CMP-24-IF-11,CMP-24,Event,Audit Chain Broken,Observability and Audit Platform,Authorized HAL components and operators with declared need,/hal/v1/cmp-24/audit-chain-broken,urn:hal:book-ix:ix-c-0251:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0252,CMP-25-IF-01,CMP-25,Command,Start Service,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/start-service,urn:hal:book-ix:ix-c-0252:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0253,CMP-25-IF-02,CMP-25,Command,Stop Service,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/stop-service,urn:hal:book-ix:ix-c-0253:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0254,CMP-25-IF-03,CMP-25,Command,Restart Service,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/restart-service,urn:hal:book-ix:ix-c-0254:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0255,CMP-25-IF-04,CMP-25,Command,Enter Degraded Mode,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/enter-degraded-mode,urn:hal:book-ix:ix-c-0255:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0256,CMP-25-IF-05,CMP-25,Command,Quarantine Service,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/quarantine-service,urn:hal:book-ix:ix-c-0256:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0257,CMP-25-IF-06,CMP-25,Query,Get Service State,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/get-service-state,urn:hal:book-ix:ix-c-0257:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0258,CMP-25-IF-07,CMP-25,Query,Get Health,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/get-health,urn:hal:book-ix:ix-c-0258:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0259,CMP-25-IF-08,CMP-25,Query,Get Resource Use,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/get-resource-use,urn:hal:book-ix:ix-c-0259:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0260,CMP-25-IF-09,CMP-25,Event,Service Ready,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/service-ready,urn:hal:book-ix:ix-c-0260:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0261,CMP-25-IF-10,CMP-25,Event,Service Degraded,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/service-degraded,urn:hal:book-ix:ix-c-0261:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0262,CMP-25-IF-11,CMP-25,Event,Service Quarantined,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/service-quarantined,urn:hal:book-ix:ix-c-0262:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0263,CMP-25-IF-12,CMP-25,Event,Service Stopped,Runtime Supervisor,Authorized HAL components and operators with declared need,/hal/v1/cmp-25/service-stopped,urn:hal:book-ix:ix-c-0263:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0264,CMP-26-IF-01,CMP-26,Command,Open Recovery Case,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/open-recovery-case,urn:hal:book-ix:ix-c-0264:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0265,CMP-26-IF-02,CMP-26,Command,Authorize Recovery Step,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/authorize-recovery-step,urn:hal:book-ix:ix-c-0265:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0266,CMP-26-IF-03,CMP-26,Command,Restore State,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/restore-state,urn:hal:book-ix:ix-c-0266:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0267,CMP-26-IF-04,CMP-26,Command,Reconcile Partition,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/reconcile-partition,urn:hal:book-ix:ix-c-0267:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0268,CMP-26-IF-05,CMP-26,Command,Close Recovery,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/close-recovery,urn:hal:book-ix:ix-c-0268:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0269,CMP-26-IF-06,CMP-26,Query,Get Recovery State,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/get-recovery-state,urn:hal:book-ix:ix-c-0269:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0270,CMP-26-IF-07,CMP-26,Query,Get RPO/RTO Result,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/get-rpo-rto-result,urn:hal:book-ix:ix-c-0270:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0271,CMP-26-IF-08,CMP-26,Query,Explain Reconciliation,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/explain-reconciliation,urn:hal:book-ix:ix-c-0271:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0272,CMP-26-IF-09,CMP-26,Event,Recovery Started,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/recovery-started,urn:hal:book-ix:ix-c-0272:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0273,CMP-26-IF-10,CMP-26,Event,State Restored,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/state-restored,urn:hal:book-ix:ix-c-0273:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0274,CMP-26-IF-11,CMP-26,Event,Partition Reconciled,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/partition-reconciled,urn:hal:book-ix:ix-c-0274:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0275,CMP-26-IF-12,CMP-26,Event,Recovery Failed,Recovery Coordinator,Authorized HAL components and operators with declared need,/hal/v1/cmp-26/recovery-failed,urn:hal:book-ix:ix-c-0275:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0276,CMP-27-IF-01,CMP-27,Command,Start Interaction,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/start-interaction,urn:hal:book-ix:ix-c-0276:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0277,CMP-27-IF-02,CMP-27,Command,Submit Human Input,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/submit-human-input,urn:hal:book-ix:ix-c-0277:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0278,CMP-27-IF-03,CMP-27,Command,Request Confirmation,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/request-confirmation,urn:hal:book-ix:ix-c-0278:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0279,CMP-27-IF-04,CMP-27,Command,End Interaction,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/end-interaction,urn:hal:book-ix:ix-c-0279:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0280,CMP-27-IF-05,CMP-27,Query,Get Session State,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/get-session-state,urn:hal:book-ix:ix-c-0280:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0281,CMP-27-IF-06,CMP-27,Query,Get Accessible Representation,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/get-accessible-representation,urn:hal:book-ix:ix-c-0281:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0282,CMP-27-IF-07,CMP-27,Query,Get Action Status,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/get-action-status,urn:hal:book-ix:ix-c-0282:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0283,CMP-27-IF-08,CMP-27,Event,Interaction Started,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/interaction-started,urn:hal:book-ix:ix-c-0283:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0284,CMP-27-IF-09,CMP-27,Event,Clarification Requested,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/clarification-requested,urn:hal:book-ix:ix-c-0284:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0285,CMP-27-IF-10,CMP-27,Event,Confirmation Recorded,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/confirmation-recorded,urn:hal:book-ix:ix-c-0285:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0286,CMP-27-IF-11,CMP-27,Event,Interaction Ended,Human Interaction Layer,Authorized HAL components and operators with declared need,/hal/v1/cmp-27/interaction-ended,urn:hal:book-ix:ix-c-0286:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0287,CMP-28-IF-01,CMP-28,Command,Refresh Self Model,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/refresh-self-model,urn:hal:book-ix:ix-c-0287:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0288,CMP-28-IF-02,CMP-28,Command,Publish Constitutional Mirror,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/publish-constitutional-mirror,urn:hal:book-ix:ix-c-0288:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0289,CMP-28-IF-03,CMP-28,Command,Invalidate Projection,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/invalidate-projection,urn:hal:book-ix:ix-c-0289:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0290,CMP-28-IF-04,CMP-28,Query,Get Self Description,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/get-self-description,urn:hal:book-ix:ix-c-0290:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0291,CMP-28-IF-05,CMP-28,Query,Trace Mirror Claim,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/trace-mirror-claim,urn:hal:book-ix:ix-c-0291:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0292,CMP-28-IF-06,CMP-28,Query,Get Declared Limitation,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/get-declared-limitation,urn:hal:book-ix:ix-c-0292:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0293,CMP-28-IF-07,CMP-28,Event,Self Model Refreshed,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/self-model-refreshed,urn:hal:book-ix:ix-c-0293:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0294,CMP-28-IF-08,CMP-28,Event,Mirror Published,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/mirror-published,urn:hal:book-ix:ix-c-0294:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0295,CMP-28-IF-09,CMP-28,Event,Projection Invalidated,Self-Model and Constitutional Mirror,Authorized HAL components and operators with declared need,/hal/v1/cmp-28/projection-invalidated,urn:hal:book-ix:ix-c-0295:1.0,HAL-Internal-Authority-v1,Event-AtLeastOnce-v1,FINAL
IX-C-0296,CMP-29-IF-01,CMP-29,Command,Open Outcome Evaluation,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/open-outcome-evaluation,urn:hal:book-ix:ix-c-0296:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0297,CMP-29-IF-02,CMP-29,Command,Record Outcome,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/record-outcome,urn:hal:book-ix:ix-c-0297:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0298,CMP-29-IF-03,CMP-29,Command,Evaluate Success,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/evaluate-success,urn:hal:book-ix:ix-c-0298:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0299,CMP-29-IF-04,CMP-29,Command,Refer Learning,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/refer-learning,urn:hal:book-ix:ix-c-0299:1.0,HAL-Internal-Authority-v1,Command-Idempotent-v1,FINAL
IX-C-0300,CMP-29-IF-05,CMP-29,Query,Get Outcome Object,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/get-outcome-object,urn:hal:book-ix:ix-c-0300:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0301,CMP-29-IF-06,CMP-29,Query,Explain Success Result,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/explain-success-result,urn:hal:book-ix:ix-c-0301:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
IX-C-0302,CMP-29-IF-07,CMP-29,Query,List Side Effects,Outcome and Success Evaluation Service,Authorized HAL components and operators with declared need,/hal/v1/cmp-29/list-side-effects,urn:hal:book-ix:ix-c-0302:1.0,HAL-Internal-Authority-v1,Query-Bounded-v1,FINAL
